ID,probability
TEST_00000,0.004300893257614604
TEST_00001,0.0035370032396144224
TEST_00002,0.32416159144904616
TEST_00003,0.24565922862416217
TEST_00004,0.7336319311890753
TEST_00005,0.2942482191821164
TEST_00006,0.7010037440319258
TEST_00007,0.6054697186414484
TEST_00008,0.49494349769939316
TEST_00009,0.0017610974914091476
TEST_00010,0.11753300723789452
TEST_00011,0.712020032594229
TEST_00012,0.6309035202227244
TEST_00013,0.6680155341129063
TEST_00014,0.550162625707253
TEST_00015,0.004566815348808978
TEST_00016,0.45258152997878764
TEST_00017,0.6246422987736608
TEST_00018,0.40488281437085316
TEST_00019,0.8285492420644127
TEST_00020,0.49495405560591865
TEST_00021,0.6454161390376547
TEST_00022,0.5168623213657793
TEST_00023,0.4306095116572073
TEST_00024,0.662154566801904
TEST_00025,0.0017580476930477464
TEST_00026,0.2867089265550571
TEST_00027,0.6786786815356152
TEST_00028,0.39962986379742305
TEST_00029,0.3881522923856363
TEST_00030,0.6913375215453047
TEST_00031,0.40762329119118157
TEST_00032,0.34289414590962325
TEST_00033,0.3702203573798068
TEST_00034,0.641898588611493
TEST_00035,0.00391393954350777
TEST_00036,0.29705373388012757
TEST_00037,0.5806792896642953
TEST_00038,0.41814377992539425
TEST_00039,0.00856612095304487
TEST_00040,0.41040998191176664
TEST_00041,0.3324496056607718
TEST_00042,0.550143176762852
TEST_00043,0.5569816948653057
TEST_00044,0.5779011092757488
TEST_00045,0.7384173138208369
TEST_00046,0.7697980934469622
TEST_00047,0.4611589788969557
TEST_00048,0.2897624154633662
TEST_00049,0.6535094621436736
TEST_00050,0.5058309592052181
TEST_00051,0.3626944506850547
TEST_00052,0.25099810983452364
TEST_00053,0.7805988797781805
TEST_00054,0.003267950373096581
TEST_00055,0.6860838084690942
TEST_00056,0.5621245531006087
TEST_00057,0.4428288059972197
TEST_00058,0.749092512686924
TEST_00059,0.3887283615149602
TEST_00060,0.0023381546463203313
TEST_00061,0.35179554267703306
TEST_00062,0.5813031238551629
TEST_00063,0.588143765533743
TEST_00064,0.46491967333617823
TEST_00065,0.0035618309364838278
TEST_00066,0.5017316839247914
TEST_00067,0.4109300478893926
TEST_00068,0.536243490963223
TEST_00069,0.7216330514106107
TEST_00070,0.6340535924881928
TEST_00071,0.616248255391325
TEST_00072,0.45793159252734433
TEST_00073,0.48893327003524967
TEST_00074,0.3183407568025427
TEST_00075,0.5030377311156892
TEST_00076,0.040764765031126055
TEST_00077,0.0035231967303939182
TEST_00078,0.2776524948951334
TEST_00079,0.4317451412354349
TEST_00080,0.6093362244512275
TEST_00081,0.0010619544243076116
TEST_00082,0.41591348203518924
TEST_00083,0.3872749906059488
TEST_00084,0.6920590891200181
TEST_00085,0.6422788354856785
TEST_00086,0.001651948058951756
TEST_00087,0.6419558832136256
TEST_00088,0.2881403700662728
TEST_00089,0.6398413635737826
TEST_00090,0.4874846677959981
TEST_00091,0.23311464587100098
TEST_00092,0.6313522445586267
TEST_00093,0.7637765662018801
TEST_00094,0.0016731352116907683
TEST_00095,0.0017924528345815809
TEST_00096,0.7041164588208102
TEST_00097,0.25799523023357457
TEST_00098,0.6321807144734883
TEST_00099,0.5362392918543437
TEST_00100,0.25968213844232146
TEST_00101,0.4014943317524694
TEST_00102,0.6329800876953394
TEST_00103,0.5354174826698221
TEST_00104,0.6294683763422771
TEST_00105,0.7200986246135436
TEST_00106,0.5238108209353124
TEST_00107,0.006114005022760482
TEST_00108,0.5815794110097969
TEST_00109,0.003687805459632274
