ID,probability
TEST_00000,0.02118230940924419
TEST_00001,0.022808021390795907
TEST_00002,0.19695437020809153
TEST_00003,0.11283635875371822
TEST_00004,0.5244538691379286
TEST_00005,0.13902052043201066
TEST_00006,0.4837463842346331
TEST_00007,0.25464392736644814
TEST_00008,0.34934144488105134
TEST_00009,0.01796528032117465
TEST_00010,0.05620083496828494
TEST_00011,0.5702074542158688
TEST_00012,0.5028525711101647
TEST_00013,0.4961251992802625
TEST_00014,0.47101276592721847
TEST_00015,0.018189163234275864
TEST_00016,0.23738025234702964
TEST_00017,0.45218876735032065
TEST_00018,0.24892633957886867
TEST_00019,0.62082510568915
TEST_00020,0.3057990200264695
TEST_00021,0.4188374091939778
TEST_00022,0.28328952149528724
TEST_00023,0.22431522676277307
TEST_00024,0.5019075867600473
TEST_00025,0.03693466581911951
TEST_00026,0.14613706871931378
TEST_00027,0.44804643857025694
TEST_00028,0.2175682003122407
TEST_00029,0.18929893507877613
TEST_00030,0.4560559535259616
TEST_00031,0.1693607574966579
TEST_00032,0.16873272879255996
TEST_00033,0.18736727430868774
TEST_00034,0.45674525856041803
TEST_00035,0.0254670685016321
TEST_00036,0.14955735578656856
TEST_00037,0.2775787070638116
TEST_00038,0.3766505719551529
TEST_00039,0.019321388118198377
TEST_00040,0.14575914463018172
TEST_00041,0.08411358193247116
TEST_00042,0.39827394214798345
TEST_00043,0.3556626460906666
TEST_00044,0.43658010774671113
TEST_00045,0.5961240161946249
TEST_00046,0.5785951630501921
TEST_00047,0.22108303618195344
TEST_00048,0.1117873921699562
TEST_00049,0.42836840317791186
TEST_00050,0.29353133151800864
TEST_00051,0.1973769190969355
TEST_00052,0.123654162422341
TEST_00053,0.6993458219439995
TEST_00054,0.03308533777558257
TEST_00055,0.4345907429694487
TEST_00056,0.4098277441970723
TEST_00057,0.2536812835351185
TEST_00058,0.6157105569450642
TEST_00059,0.19086399861363051
TEST_00060,0.07781344511755507
TEST_00061,0.16573182984103663
TEST_00062,0.41681434920869626
TEST_00063,0.28882365484523914
TEST_00064,0.32471021418247176
TEST_00065,0.015376681963123895
TEST_00066,0.311072606568145
TEST_00067,0.19704513843589444
TEST_00068,0.3332776912008155
