ID,probability
TEST_00000,0.0006826200834637037
TEST_00001,0.0007881158970539779
TEST_00002,0.15155768853524756
TEST_00003,0.11925104072974094
TEST_00004,0.5102625712272252
TEST_00005,0.12293150959821972
TEST_00006,0.4557457024744559
TEST_00007,0.3574285911400017
TEST_00008,0.23777746930920238
TEST_00009,0.0005340191090836929
TEST_00010,0.05119040507976516
TEST_00011,0.4721910616392953
TEST_00012,0.3786470640770553
TEST_00013,0.3873949275515254
TEST_00014,0.2977948742443334
TEST_00015,0.0008437053811972238
TEST_00016,0.23681328160624354
TEST_00017,0.3575746830275886
TEST_00018,0.19367942659352114
TEST_00019,0.7617923514507798
TEST_00020,0.2580540245582209
TEST_00021,0.3883042404518076
TEST_00022,0.27463156598986826
TEST_00023,0.19462192417386942
TEST_00024,0.40631008845984806
TEST_00025,0.0007595027048397393
TEST_00026,0.11580246740685236
TEST_00027,0.4130339874359968
TEST_00028,0.17081652519391308
TEST_00029,0.1886618462869983
TEST_00030,0.44812958838415223
TEST_00031,0.1775885632593057
TEST_00032,0.16379189508154526
TEST_00033,0.18096063496899165
TEST_00034,0.4041778506707589
TEST_00035,0.0006982867278301902
TEST_00036,0.1463009655274315
TEST_00037,0.311221026815068
TEST_00038,0.21317199991796887
TEST_00039,0.005034291664118271
TEST_00040,0.17553995268438832
TEST_00041,0.1328103160453506
TEST_00042,0.2998946217696673
TEST_00043,0.2984317106203633
TEST_00044,0.3171725325527675
TEST_00045,0.49627169509665975
TEST_00046,0.5030050749284334
TEST_00047,0.23376435232492887
TEST_00048,0.14159543936894903
TEST_00049,0.39645008394164083
TEST_00050,0.25763974873042117
TEST_00051,0.16418021861529972
TEST_00052,0.09830004211174358
TEST_00053,0.5869256450434361
TEST_00054,0.0024160755403798656
TEST_00055,0.408258337409264
TEST_00056,0.3280010095449476
TEST_00057,0.21767941790623677
TEST_00058,0.5246051077313072
TEST_00059,0.18055818972009657
TEST_00060,0.0008399467972086572
TEST_00061,0.1684762435173347
TEST_00062,0.3434854696333937
TEST_00063,0.3319319765678212
TEST_00064,0.2035585130440653
TEST_00065,0.0011566621379477432
TEST_00066,0.2785273181529482
TEST_00067,0.20764415734502467
TEST_00068,0.30227540062395764
TEST_00069,0.4836006024020067
TEST_00070,0.38534786908806057
TEST_00071,0.35789563992548673
TEST_00072,0.2219122010099075
TEST_00073,0.2517867462141172
TEST_00074,0.15303896478672985
TEST_00075,0.24068830272973743
TEST_00076,0.013112996941131062
TEST_00077,0.0009474529734651292
TEST_00078,0.11640456843961185
TEST_00079,0.19845920183005256
TEST_00080,0.35462721696006444
TEST_00081,0.0004358704768591906
TEST_00082,0.23153088668860913
TEST_00083,0.1780252487271534
TEST_00084,0.4382871978446184
TEST_00085,0.3869714348227298
TEST_00086,0.0005012608257762078
TEST_00087,0.3983755848088265
TEST_00088,0.13457629524081005
TEST_00089,0.3834608751997383
TEST_00090,0.22941236064153275
TEST_00091,0.09709278908587758
TEST_00092,0.3581253705725336
TEST_00093,0.5380563416708561
TEST_00094,0.0004855975848847715
TEST_00095,0.0007326522750326421
TEST_00096,0.45312467954629265
TEST_00097,0.11583412049497915
TEST_00098,0.37586045369119875
TEST_00099,0.29730888770596436
TEST_00100,0.11070555889044882
TEST_00101,0.18794023706719656
TEST_00102,0.38453348935206855
TEST_00103,0.3112820007677002
TEST_00104,0.3568316403012894
TEST_00105,0.48946682056281704
TEST_00106,0.27375508160438566
TEST_00107,0.0007481074664347461
TEST_00108,0.3386962067619151
TEST_00109,0.0013006996322781367
TEST_00110,0.41645080261308126
TEST_00111,0.3922137319785021
TEST_00112,0.013120927359823755
TEST_00113,0.3671089765147366
TEST_00114,0.19201895748801087
TEST_00115,0.3878160381378149
TEST_00116,0.0005983240049794984
TEST_00117,0.45346649561333024
TEST_00118,0.33190694605463394
TEST_00119,0.14409598449542382
TEST_00120,0.0007808496270139303
TEST_00121,0.0007426366002751796
TEST_00122,0.31537076086418536
TEST_00123,0.4880587133690978
TEST_00124,0.39947226790797163
TEST_00125,0.26287785409634123
TEST_00126,0.0011999830507666643
TEST_00127,0.05749427864497068
TEST_00128,0.29836834608565527
TEST_00129,0.3920307890270729
TEST_00130,0.24269744410497113
TEST_00131,0.3900724071426768
TEST_00132,0.002149680413828368
TEST_00133,0.26429141975688836
TEST_00134,0.3683484081865113
TEST_00135,0.0008234684812317098
TEST_00136,0.17688713261961822
TEST_00137,0.2664661510340212
TEST_00138,0.08822059754042134
TEST_00139,0.24243432702060655
TEST_00140,0.013147686660885097
TEST_00141,0.0007788076988667632
TEST_00142,0.2966213730108809
TEST_00143,0.0013764756899579448
TEST_00144,0.14216107208484927
TEST_00145,0.5158991007936878
TEST_00146,0.15793684795545473
TEST_00147,0.2196947710678164
TEST_00148,0.2656617198477636
TEST_00149,0.404441052844146
TEST_00150,0.0013657828988805595
TEST_00151,0.0013954525131215317
TEST_00152,0.4220693016373186
TEST_00153,0.30041895935317664
TEST_00154,0.025180117751935294
TEST_00155,0.22551796565784488
TEST_00156,0.5202314961609793
TEST_00157,0.33522802490407594
